"Events","phoneNumber"
"[{""EventType"":""Ported"",""LastChangedDate"":""2004-11-23T16:57:43Z""}]","61141101146"
"","61141104466"
"","61141110513"
"","61141116155"
"","61141116155"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-03-17T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-03-17T23:59:59Z""}]","61141155614"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-09-24T16:10:13Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-11-23T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-11-23T23:59:59Z""}]","61141311164"
"","61141354315"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-10-26T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-07-21T23:59:59Z""}]","61141413165"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-05-07T22:04:45Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-05-07T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-05-07T23:59:59Z""}]","61141413653"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-09T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-12-09T23:59:59Z""}]","61141416446"
"[{""EventType"":""MSISDNChange"",""LastChangedDate"":""2019-01-08T10:00:00Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-09T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-01-10T00:00:00Z""}]","61141460104"
"","61141613113"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-01-25T00:40:36Z""}]","61141655061"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-07T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-07T23:59:59Z""}]","61144101161"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-07T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-07T23:59:59Z""}]","61144101161"
"","61144116411"
"[{""EventType"":""Ported"",""LastChangedDate"":""2021-01-30T17:09:01Z""}]","61144516410"
"[{""EventType"":""Ported"",""LastChangedDate"":""2017-11-04T14:52:37Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-10T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-12-10T23:59:59Z""}]","61144606441"
"[{""EventType"":""Ported"",""LastChangedDate"":""2018-11-30T00:12:32Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-04-28T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-28T23:59:59Z""}]","61144610101"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-05-07T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-05-07T23:59:59Z""}]","61145014116"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-05-07T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-05-07T23:59:59Z""}]","61145014116"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-03-14T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-03-14T23:59:59Z""}]","61145103446"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-05-04T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-05-04T23:59:59Z""}]","61146116161"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-04-24T20:25:45Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-04-25T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-24T20:25:45Z""}]","61151106546"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-04-24T20:25:45Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-04-25T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-24T20:25:45Z""}]","61151106546"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-04-24T20:25:45Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-04-25T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-24T20:25:45Z""}]","61151106546"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-04-24T20:25:45Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-04-25T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-24T20:25:45Z""}]","61151106546"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-04-24T20:25:45Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-04-25T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-24T20:25:45Z""}]","61151106546"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-04-24T20:25:45Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-06-07T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-24T20:25:45Z""}]","61151106546"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-04-24T20:25:45Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-04-25T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-24T20:25:45Z""}]","61151106546"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-04-24T20:25:45Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-04-25T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-24T20:25:45Z""}]","61151106546"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-04-24T20:25:45Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-04-25T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-24T20:25:45Z""}]","61151106546"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-04-24T20:25:45Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-06-07T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-24T20:25:45Z""}]","61151106546"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-04-24T20:25:45Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-06-07T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-24T20:25:45Z""}]","61151106546"
"","61151411441"
"","61154114136"
"","61154114136"
"","61155061464"
"","61301601610"
"","61301604614"
"","61301604614"
"","61301604614"
"","61301604614"
"","61301611454"
"[{""EventType"":""MSISDNChange"",""LastChangedDate"":""2016-03-01T10:00:00Z""},{""EventType"":""Ported"",""LastChangedDate"":""2018-07-31T12:13:39Z""}]","61301661611"
"","61303151551"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-29T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-05-02T23:59:59Z""}]","61341661400"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-03T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-03T23:59:59Z""}]","61401414151"
"","61401504015"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-04T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-04T23:59:59Z""}]","61404646053"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-08T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-01-08T23:59:59Z""}]","61404654440"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-17T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-27T23:59:59Z""}]","61411015614"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-02T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-02T23:59:59Z""}]","61411016463"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-03T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-03T23:59:59Z""}]","61411106564"
"[{""EventType"":""Ported"",""LastChangedDate"":""2014-12-22T04:03:22Z""}]","61411331041"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-05-05T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-05-05T23:59:59Z""}]","61411361515"
"[{""EventType"":""Ported"",""LastChangedDate"":""2018-02-04T03:28:43Z""}]","61411404416"
"[{""EventType"":""Ported"",""LastChangedDate"":""2006-12-05T11:54:03Z""}]","61411414611"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-06T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-06T23:59:59Z""}]","61411451066"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-06T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-06T23:59:59Z""}]","61411451066"
"[{""EventType"":""Ported"",""LastChangedDate"":""2015-06-10T18:26:23Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-05-01T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-05-01T23:59:59Z""}]","61411454411"
"[{""EventType"":""Ported"",""LastChangedDate"":""2018-12-04T02:18:32Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-01-28T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-04-28T23:59:59Z""}]","61411634166"
"","61413114611"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-10-26T21:28:00Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-08T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-10-26T21:28:00Z""}]","61413336150"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-12-09T22:37:01Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-02-10T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-12-09T22:37:01Z""}]","61414016461"
"[{""EventType"":""MSISDNChange"",""LastChangedDate"":""2021-04-26T07:16:00Z""},{""EventType"":""Ported"",""LastChangedDate"":""2019-11-04T03:06:16Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-23T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-23T23:59:59Z""}]","61414166410"
"[{""EventType"":""Ported"",""LastChangedDate"":""2013-12-05T23:04:05Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-23T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-01-23T23:59:59Z""}]","61414364446"
"","61414616164"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-10-16T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-10-16T23:59:59Z""}]","61414661644"
"[{""EventType"":""Ported"",""LastChangedDate"":""2014-07-19T19:33:14Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-07-15T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-07-15T23:59:59Z""}]","61416044654"
"[{""EventType"":""MSISDNChange"",""LastChangedDate"":""2020-07-27T09:00:00Z""},{""EventType"":""Ported"",""LastChangedDate"":""2015-04-07T01:57:03Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-02-01T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-02-01T23:59:59Z""}]","61416161666"
"[{""EventType"":""Ported"",""LastChangedDate"":""2018-10-30T22:15:29Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-04-19T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-19T23:59:59Z""}]","61434343414"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-09-18T02:10:34Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-03-12T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-03-12T23:59:59Z""}]","61441411641"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-04-07T21:05:45Z""}]","61441565111"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-04-07T21:05:45Z""}]","61441565111"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-17T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-17T23:59:59Z""}]","61441641164"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-09-29T17:27:00Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-21T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-09-29T17:27:00Z""}]","61444111111"
"[{""EventType"":""Ported"",""LastChangedDate"":""2017-05-22T18:27:35Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-05-08T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-05-08T23:59:59Z""}]","61444166331"
"[{""EventType"":""Ported"",""LastChangedDate"":""2012-10-13T19:48:06Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-11-12T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2018-10-03T23:59:59Z""}]","61444345064"
"","61444611566"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-11-16T20:31:00Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-12T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-11-16T20:31:00Z""}]","61444641160"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-18T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-01-18T23:59:59Z""}]","61451101160"
"[{""EventType"":""Ported"",""LastChangedDate"":""2012-06-27T14:30:24Z""}]","61451164564"
"","61454043001"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-06T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-01-06T23:59:59Z""}]","61454654611"
"[{""EventType"":""Ported"",""LastChangedDate"":""2015-08-18T18:06:54Z""}]","61461663141"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-06T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-06T23:59:59Z""}]","61464033311"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-09-13T00:44:33Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-02-11T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-02-11T23:59:59Z""}]","61501561315"
"[{""EventType"":""Ported"",""LastChangedDate"":""2016-09-03T21:32:47Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-18T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2018-08-02T23:59:59Z""}]","61501566034"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-02-13T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-02-13T23:59:59Z""}]","61501643145"
"","61503163136"
"[{""EventType"":""Ported"",""LastChangedDate"":""2010-09-03T00:59:29Z""}]","61503601651"
"[{""EventType"":""Ported"",""LastChangedDate"":""2017-10-19T18:20:36Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-09-12T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2017-10-19T18:20:36Z""}]","61503606164"
"[{""EventType"":""Ported"",""LastChangedDate"":""2018-10-05T13:28:23Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-05-10T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2018-10-05T13:28:23Z""}]","61504110136"
"[{""EventType"":""Ported"",""LastChangedDate"":""2018-08-29T02:01:41Z""}]","61504151610"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-21T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-01-21T23:59:59Z""}]","61504411010"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-02-11T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-08-27T23:59:59Z""}]","61504655566"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-22T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-21T23:59:59Z""}]","61505460516"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-22T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-21T23:59:59Z""}]","61505460516"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-22T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-21T23:59:59Z""}]","61505460516"
"[{""EventType"":""Ported"",""LastChangedDate"":""2018-01-13T16:56:42Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-02-11T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-02-11T23:59:59Z""}]","61505601111"
"","61506304151"
"[{""EventType"":""Ported"",""LastChangedDate"":""2009-04-23T23:31:14Z""}]","61506666511"
"[{""EventType"":""Ported"",""LastChangedDate"":""2018-12-04T19:28:32Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2018-12-04T19:28:32Z""}]","61511065644"
"[{""EventType"":""Ported"",""LastChangedDate"":""2018-12-04T19:28:32Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2018-12-04T19:28:32Z""}]","61511065644"
"[{""EventType"":""Ported"",""LastChangedDate"":""2016-01-19T23:47:27Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-11-07T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-11-07T23:59:59Z""}]","61511666413"
"[{""EventType"":""Ported"",""LastChangedDate"":""2011-10-26T17:28:05Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-02-26T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-02-26T23:59:59Z""}]","61514045111"
"[{""EventType"":""Ported"",""LastChangedDate"":""2013-09-22T17:20:05Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-02-08T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-02-08T23:59:59Z""}]","61514063015"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-03-23T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-03-23T23:59:59Z""}]","61514561335"
"","61543014641"
"[{""EventType"":""MSISDNChange"",""LastChangedDate"":""2021-04-25T07:15:00Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-05-07T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-05-07T23:59:59Z""}]","61544105304"
"[{""EventType"":""Ported"",""LastChangedDate"":""2018-02-07T01:08:44Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-10-04T19:38:49Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-10-04T19:38:49Z""}]","61561144650"
"[{""EventType"":""Ported"",""LastChangedDate"":""2010-09-10T13:36:06Z""}]","61561161110"
"[{""EventType"":""Ported"",""LastChangedDate"":""2017-06-08T20:56:58Z""}]","61561441666"
"","61561631646"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-07-01T23:08:45Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-01T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-07-01T23:08:45Z""}]","61563336664"
"[{""EventType"":""Ported"",""LastChangedDate"":""2014-09-26T22:55:27Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-02T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2018-04-15T23:59:59Z""}]","61564116316"
"","61564515606"
"","61566131606"
"","61566666641"
"[{""EventType"":""Ported"",""LastChangedDate"":""2013-11-19T03:27:06Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-04-09T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2017-09-26T13:38:20Z""}]","61601061466"
"[{""EventType"":""MSISDNChange"",""LastChangedDate"":""2019-12-15T10:00:00Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-05-06T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-05-03T23:59:59Z""}]","61601101611"
"[{""EventType"":""Ported"",""LastChangedDate"":""2008-05-02T18:34:42Z""}]","61601116361"
"","61601445161"
"[{""EventType"":""Ported"",""LastChangedDate"":""2011-02-24T00:52:04Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-04T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-12-04T23:59:59Z""}]","61601566155"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-02-04T00:12:44Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-05-05T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-05-05T23:59:59Z""}]","61601616614"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-12T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-12T23:59:59Z""}]","61603041550"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-13T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-13T23:59:59Z""}]","61603064665"
"","61603151131"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-02-29T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-02-29T23:59:59Z""}]","61604414331"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-02-29T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-02-29T23:59:59Z""}]","61604414331"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-05-11T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-11T23:59:59Z""}]","61606014016"
"","61606103411"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-12-24T04:34:21Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-14T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-12-24T04:34:21Z""}]","61611001110"
"","61611001401"
"[{""EventType"":""Ported"",""LastChangedDate"":""2012-10-05T18:56:08Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-05-06T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-05-06T23:59:59Z""}]","61611011411"
"[{""EventType"":""Ported"",""LastChangedDate"":""2014-11-30T14:42:15Z""}]","61611015111"
"","61611101051"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-14T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-14T23:59:59Z""}]","61611111516"
"[{""EventType"":""Ported"",""LastChangedDate"":""2018-12-13T19:08:33Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-11-12T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-11-12T23:59:59Z""}]","61611115063"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-09-01T01:21:26Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-09-01T01:21:26Z""}]","61611316413"
"[{""EventType"":""Ported"",""LastChangedDate"":""2018-10-15T22:33:13Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-16T16:39:25Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-12-16T16:39:25Z""}]","61611331011"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-30T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-12-30T23:59:59Z""}]","61611411441"
"[{""EventType"":""Ported"",""LastChangedDate"":""2021-02-06T18:06:01Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-02-05T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-02-05T23:59:59Z""}]","61611414431"
"","61611440606"
"[{""EventType"":""Ported"",""LastChangedDate"":""2016-12-20T01:29:09Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-01-12T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-01-12T23:59:59Z""}]","61611444001"
"","61611444111"
"[{""EventType"":""Ported"",""LastChangedDate"":""2014-01-15T19:43:03Z""}]","61611461155"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-03-08T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-18T23:59:59Z""}]","61611515163"
"","61611615533"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-09T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-07-07T23:59:59Z""}]","61611616111"
"","61611616111"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-02-05T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-04-17T23:59:59Z""}]","61611636411"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-09-12T01:52:29Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-02-07T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-02-07T23:59:59Z""}]","61611641005"
"[{""EventType"":""MSISDNChange"",""LastChangedDate"":""2019-09-14T09:00:00Z""},{""EventType"":""Ported"",""LastChangedDate"":""2013-03-07T01:05:04Z""}]","61611641144"
"[{""EventType"":""Ported"",""LastChangedDate"":""2005-06-27T16:49:34Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-13T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-13T23:59:59Z""}]","61611664466"
"[{""EventType"":""Ported"",""LastChangedDate"":""2014-10-15T21:39:07Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-05-03T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-05-03T23:59:59Z""}]","61613305045"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-04T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-04T23:59:59Z""}]","61613615165"
"[{""EventType"":""Ported"",""LastChangedDate"":""2014-09-16T20:27:33Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-01-28T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-01-28T23:59:59Z""}]","61613615306"
"[{""EventType"":""Ported"",""LastChangedDate"":""2018-02-18T16:32:55Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-01-20T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-01-20T23:59:59Z""}]","61613646161"
"[{""EventType"":""Ported"",""LastChangedDate"":""2018-02-18T16:32:55Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-01-20T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-01-20T23:59:59Z""}]","61613646161"
"[{""EventType"":""Ported"",""LastChangedDate"":""2013-02-06T21:56:05Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-11T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-11T23:59:59Z""}]","61614011065"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-12-24T01:34:01Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-27T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-12-24T01:34:01Z""}]","61614011136"
